"","id","title","publication_date","description","channel_id","channel_title","viewCount","likeCount","dislikeCount","favoriteCount","commentCount","url"
"39","AY0FrbIQtds","The Roopkund Trek View!","2018-04-07T11:28:13Z","Aarushi went on the Roopkund Trek with Thrillophilia! Here's the amazing view you get to see after he trek! 
Video Credits: Aarushi Ranade","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","454","4","0","0","0","https://www.youtube.com/watch?v=AY0FrbIQtds"
"40","aYwtKFhJb18","Rafting in Manali: Watch Before You Raft in Manali","2016-08-29T11:36:18Z","If you are going for a trip to Manali, you must surely be excited to indulge in some soul-stirring adventures during your vacation. That said, a holiday in India’s most adventurous city is incomplete without experiencing rafting in Manali. Sheltering some of the most amazing rafting stretches in the entire country, this spectacular town gives you an unforgettable experience. No matter if you are a novice or a seasoned rafter, river rafting in Manali can offer you every scope for fun and thrill.

Stretching around 20 kilometers, the country’s most ideal river for rafting, Beas river can make you experience this activity like never before. It is one of the best places for river rafting in Manali. In Beas, there are four types of rapids, which are categorized into Grade 1, Grade 2, Grade 3, and Grade 4 on the basis of water turbulence. Grade 1 makes for smooth rafting with less turbulence while Grade 4 makes for vibrant and long rapids with the maximum turbulence to test the skills of the expert rafters. So whether you want to experience river rafting in the low turbulent water currents or want to indulge in white water rafting and test your skills in the high turbulent water currents - rafting here will not disappoint you. 

As for the rafting in Manali cost, it varies between INR 500 and INR 2500 depending on the company. It usually comes clubbed into different packages that include overnight accommodation as well as food. With the price for river rafting in Manali kept totally budget-friendly, you can easily fit this activity on your trip without burning a hole in your pocket.

The rafting normally begins at Pirdi, the starting point of the activity in Kullu-Manali. The route of rafting from Pirdi usually encompasses Bajaura, Sarabhai, Bhuntar and Shamshi, Mohal, Raisol, and Katrain. The most preferred and longest route happens to be the 14 kilometers long (Pirdi to Bajaura watercourse), which involves more thrills due to strong rapids. Another enjoyable route is the Pirdi to Bhuntar course, which involves a smaller distance in comparison to the former.

So, are you ready to brave the rapids and make some alluring moves in the turbulent water? Then pack your bags with all your adventurous pals and head to Manali to get your unfathomable adrenaline rush satisfied. Come choose Thrillophilia for a brilliant river rafting trip in Manali.

------

Hit LIKE if you are planning to go there.

SHARE this with your Friends with whom you would like to go there.

COMMENT below what you liked about the video.

SUBSCRIBE for more travel videos.

------  

Guide to rafting in Manali: https://www.thrillophilia.com/river-rafting-in-manali

#raftinginmanali #manalirafting #thrillophilia","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","134","2","0","0","0","https://www.youtube.com/watch?v=aYwtKFhJb18"
"41","B1f4PNlm25w","Places to visit in Kerala","2016-08-29T11:25:49Z","Read More: http://www.thrillophilia.com/places-to-visit-in-kerala

While you are hunting down a portion of the best places to visit in Kerala we present to you the most energizing rundown which will without a doubt make your excursion exceptional. With its wealth of greenery and the mountain Kerala has ended up a standout amongst the most went by vacationer destination in India. Superb excellence snatches the consideration of the visitor and adjacent mountains have astounding perspective.","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","33","0","0","0","0","https://www.youtube.com/watch?v=B1f4PNlm25w"
"42","bJN9L_pp5gw","Games were really exciting","2017-09-09T06:57:51Z","","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","38","0","0","0","0","https://www.youtube.com/watch?v=bJN9L_pp5gw"
"43","BlJhnzcq9Cg","Adventures around Mumbai - with Thrillophilia","2016-05-16T15:39:42Z","We know Mumbaikars have a fast life during the week. So here are great ways to use those weekends to get some adventure back into your life!

Website:
http://www.thrillophilia.com/

Follow us on:
https://www.facebook.com/Adventure.In...
https://twitter.com/thrillophilia
https://www.instagram.com/thrillophilia/","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","79","0","0","0","0","https://www.youtube.com/watch?v=BlJhnzcq9Cg"
"44","bLSAjvTk_FI","Ladakh Bike Trip 2017","2017-03-17T11:06:24Z","","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","11631","60","2","0","1","https://www.youtube.com/watch?v=bLSAjvTk_FI"
"45","CB-j0p1JO5s","Corporate Outing Around Bangalore   Thrillophilia Reviews 1","2019-10-16T08:44:19Z","","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","68","0","2","0","0","https://www.youtube.com/watch?v=CB-j0p1JO5s"
"46","CcffgOJcw2U","Bowling in Dubai with Thrillophilia","2016-06-06T06:19:35Z","Indulge in this amazing bowling activity in Dubai with your family and friends.
Take a break from sightseeing and have some fun in the bowling alley, where the lanes are of 'Brunswick Bowling.'
Enhancing your bowling game are the stimulating atmosphere of LED lights and the music.

Book Now:
https://www.thrillophilia.com/tours/bowling-in-dubai","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","25","0","0","0","0","https://www.youtube.com/watch?v=CcffgOJcw2U"
"47","Ck1Tb_NypZY","Best Places to visit in Mumbai","2016-08-29T11:16:24Z","Read More: https://www.thrillophilia.com/places-to-visit-in-mumbai

Welcome to the city that never sleeps, enjoy an eclectic mix of the most exhilarating places to visit in Mumbai that will allure you with an enviable vibe, the ‘City of dreams’ is quite the holiday destination.Mumbai has always been the dream city for all and while you are here you don’t want to miss the chance of exploring each and every corner of the city. Some of the best places to visit in Mumbai are the Gateway of India, Elephanta Caves, Girgaum Cave, Siddhivinayak Temple, Essel world, Elephanta Island etc.","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","208","0","0","0","0","https://www.youtube.com/watch?v=Ck1Tb_NypZY"
"48","d-_jp5WBT78","Ayutthaya Bike Tour","2016-06-23T14:03:16Z","Explore the ancient Ayutthaya by bike..

Book Now:
https://www.thrillophilia.com/tours/bike-historic-ayutthaya

Website:
http://www.thrillophilia.com/

Follow us on:
https://www.facebook.com/Adventure.In...
https://twitter.com/thrillophilia
https://www.instagram.com/thrillophilia/","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","122","0","0","0","1","https://www.youtube.com/watch?v=d-_jp5WBT78"
"49","D-BUHf8kFYM","Thrillophilia Review : Sandhya talks about her experience in Ladakh with thrillophilia!","2018-08-10T07:51:39Z","Ladakh was a magical land anf thrillophilia team wad by us all the time says Sandhya!
You can book this experience with thrillophilia at https://bit.ly/2w5Mgdc","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","318","1","0","0","1","https://www.youtube.com/watch?v=D-BUHf8kFYM"
"50","d6SwiSLk7JY","Things to do in Ladakh - by Thrillophilia","2016-04-29T12:49:27Z","For Further Information Visit - 
https://goo.gl/FgxoXt
At Thrillophilia, we have carefully designed Ladakh tours that you will always be in a win-win situation whether you are a nature lover and wish to soak in the idyllic beauty of nature or you are an avid adventure seeker with thrills and frills on your trip.","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","6496","27","4","0","1","https://www.youtube.com/watch?v=d6SwiSLk7JY"
"51","DDXa3Ftgltk","Warner Bros World - The Ultimate Theme Park in Abu Dhabi [HD]","2019-11-15T07:26:50Z","Warner Bros World, the unique Warner Bros and DC Comics branded theme park in Abu Dhabi, is one ultimate indoor park for fiction fanatics. This park covering a whopping 1.65 million square feet of land is pretty appealing. As you enter, you will be transported to the happy childhood memories of cartoons and comics, bringing in a whole lot of nostalgia. When you go further, your excitement will undoubtedly increase with the uniquely-themed lands inside- Dynamite Gulch, Gotham City, Bedrock, Metropolis, and Cartoon Junction. All these lands are not just thematic areas, but each of them has its own storylines going on for immersive interaction. 

Located just 10 minutes of car ride away from Abu Dhabi Airport, Warner Bros theme park complements the nearby iconic attractions such as Ferrari World, Yas Water World, and Yas Marina Circuit. For a flashback to your childhood, buy the Abu Dhabi Warner Bros World tickets from the main ticketing hall inside and have the ultimate adventure of a lifetime. Or to have the unique combination of reminiscence and adventure, you can buy the Ferrari World and Warner Bros combo ticket as well. You can easily switch between the two as the distance between Ferrari World and Warner Bros is easily walkable.

For easy navigation throughout zones, attractions and rides at the park, you will be given the map on the entry itself. You can also download the Warner Bros World app from your phone’s play store. It will surely prove to be useful to keep a track on the queue timings for all the rides to easily cover up most of the attractions here.

Roam around the dark lanes of Gotham City and see the Joker and Harkey Quinn wreak havoc. Reach the colourful and happy Cartoon Avenue where Tom and Jerry, Scooby-Doo and friends, Bugs Bunny and the Looney Tunes are present. Then get into the urban landscape of Metropolis for a fictional metropolitan experience or enter the high rises of the Dynamite Gulch that are filled with excited screams of several thrill-seekers. Finally, the Bedrock offers the modern stone-age era where you can meet the Flintstones.

If you are an adventure buff, you will get to experience the 29 state-of-the-art Warner Bros Abu Dhabi rides such as Fast and Furry-ous, Green Lantern- Galactic Odyssey, Riddler Revolution and several more! These rides with the mind-boggling visuals, light effects and sound effects will carry you into another world altogether. So buckle-up and enjoy the delightful screams! 

There are also some of the best family-friendly shows and attractions like The Jetsons Cosmic Orbiter, Ani-Mayhem, The Joker Funhouse, and some more that will offer you the best family experience ever.

Parents will definitely be happy looking at their kids going gaga over the child-friendly rides, food, and merchandise. It is also an excellent opportunity to dress up the kids as their favourite characters. Warner Bros Abu Dhabi has created different sections for children between the age of 1 to 16-year-olds. They can interact with their favourite cartoon character at the Cartoon Junction Carousel, climb and crawl on the spiral nets, crawl tubes, tunnel mazes at Acme Factory or sneak-around with Tweety bird to avoid being eaten by Sylvester cat.

Warner Bros Plaza at the entrance is the place where you can and fill your tummies with a variety of delicious food at several eateries well within the park’s theme. You can eat at some walk-up restaurants like Mammoth Munchies, Yogi Bear and Boo Boo Icecream, Jitters Coffee and snacks, and a few more. For a proper sit-down meal, there is the signature restaurant Starlight that offers something or the other for everyone. You can also eat at some of the quick service eateries like Hollywood Trattoria, Bronto Burgers and Ribs, Beverly Hills Boulangerie, Gotham City’s Finest and more. While eating, you may also meet with your favourite character as a surprise element. These delightful 20 themed dining experiences are sure to make you and the kids happy. 

Apart from all these exciting things, you can buy a memento from various retail stores throughout the park. Spoil yourself with branded merchandise of Warner Bros like tees, caps, props, plush toys, watches, some of which are designed only for the park. Retails like Superstar Souvenirs, DC Super Heroes Store, Bugs Bunny & Co., and many more will delight you and the kids with a wide variety of souvenirs. You can also have an exciting photoshoot with costumes at the Celebrity Photo Studio. 
So enter this huge animated world that makes fiction look real, let your inner child out and have a yabba dabba doo time!

Book Your Ticket at Flat 10% Off at http://bit.ly/2Obp0Dt
------
Hit LIKE if you have been to Warner Bros Studios
SHARE this with your Friends with whom you would like to travel
COMMENT below what you liked about the video
SUBSCRIBE for more travel Videos
------  

#warnerbrosstudios #abudhabi #travel #thrillophilia #touristattractions","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","980","26","1","0","5","https://www.youtube.com/watch?v=DDXa3Ftgltk"
"52","De4QxTsiJy8","Guhantara Resort - A day full of Adventure with Thrillophilia","2016-05-16T06:16:14Z","Enjoy a fun day out with friends and family in India’s first underground resort; Guhantara and spend a day of leisure.
Explore the Rangamandapa, a  beautifully equipped auditorium, enjoy good liquor at the Madhushala, enjoy a spa therapy at the Agastya Kuteera and dine at Sambhojana.
You can also refresh your mind and body with several activities such as the exciting tunnel trekking, various indoor and outdoor games, bicycle riding, paintball, zorbing and a lot more.

Book Now:
https://www.thrillophilia.com/tours/day-out-at-guhantara-bangalore

Website:
http://www.thrillophilia.com/

Follow us on:
https://www.facebook.com/Adventure.In...
https://twitter.com/thrillophilia
https://www.instagram.com/thrillophilia/","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","62107","51","7","0","5","https://www.youtube.com/watch?v=De4QxTsiJy8"
"53","dLRwvCvSck4","YAS Waterworld Abu Dhabi | Futuristic Waterpark With 43 Exotic Rides","2019-11-28T07:30:01Z","Can’t get enough chill, thrill, and fun in the water of UAE? Oops, you might not have explored the futuristic Yas Waterworld Abu Dhabi yet. Yas Waterworld takes the land as vast as 16 football pitches and boasts 43 exotic rides, thrilling slides, and other world-class attractions. You can take home a lifetime worth experience of the world’s largest and first hydro-magnetic-triggered, 25-meter long tornado water slide. If you are a huge adrenaline junkie, the park has got waves up to 3 meters on Bubbles Barrel that is known to have the most significant surf wave in the world for body-boards and flow-boards. Besides, you can also experience Bandit Bomber, which happens to be a massive coaster of 550 meters and the very first of its kind with onboard laser and water effects. The riders can enjoy shooting water jets at their targets, triggering special effects, and dropping water bombs, while the individuals below spray water at them as and when they pass.

Yas Waterworld Abu Dhabi all rides, slides, and attractions include Yas Waterworld Abu Dhabi roller coaster, Amwaj Wave Pool, Slithers Slides, Sebag, Dawwama, AL Raha River, Falcons Falaj, Yehal, Yadi Yas, Water Wars, Tot’s Playground, Rush Rider, Marah Fortress, Liwa Loop, Jebel Drop, Hamlool’s Humps, Cine Splash, Cannon Point, Bubbles Barrel, and Bandit Bomber. In addition to intoxicating rides, this water park also has some truly tempting in-house restaurants – Skinnys Frozen Treats, Dana’s Diner, Chubby’s Kitchen, Gahwat Nasser, and Salma’s Snack Shack – where you can satisfy your hunger after a long day of energetic water activities. In addition to indulging in water activities and dining, you can also shop till you drop during your day out at the water park. The shopping destinations at the amusement park are – Tawasha Pearl Shop, Sultan & Sons, Qaryat Al Jewana Souk, and Jewana Photo. Other exciting things you can experience in this water park include Hairat Yas Pearl Diving and relaxing in the Al Waha Cabanas.

With the Yas Waterworld Abu Dhabi tickets prices being as low as 250 AED, you can be sure of experiencing a day at this fantastic destination at the most budget-friendly price. When packing your bags to this destination, make sure you remember to plan your visit as per the Yas Waterworld Abu Dhabi timings, which is 10 AM to 6 PM.

So, excited to grab all these amazing experiences on your trip to the mesmerizing Arabian city of Dubai? Hurry up and book your tickets for Yas Waterworld.

Book Your Tickets Now: (FLAT 20% OFF)
http://bit.ly/YASWaterworldAbuDhabi

------

Hit LIKE if you are planning to go there.
SHARE this with your Friends with whom you would like to go there.
COMMENT below what you liked about the video
SUBSCRIBE for more travel Videos

------  

#YASWaterworld #AbuDhabi #Thrillophilia #Travel

Join us on our other social platforms for more adventure:
Website: https://www.thrillophilia.com/
Facebook: https://www.facebook.com/Adventure.India.Thrillophilia/
Instagram: https://www.instagram.com/thrillophilia
Twitter: https://twitter.com/thrillophilia
Android App:  https://play.google.com/store/apps/details?id=com.thrillophilia
Apple App: https://apps.apple.com/in/app/thrillophilia/id1003794115","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","416","5","0","0","1","https://www.youtube.com/watch?v=dLRwvCvSck4"
"54","dpMpiss-X7s","Chadar Trek- Layering Guide","2018-12-27T07:53:12Z","Here is a guide on how to layer your clothing when going for the frozen chadar trek. 
Our expert shows how and what to wear for this once in a lifetime experience!","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","2659","30","0","0","2","https://www.youtube.com/watch?v=dpMpiss-X7s"
"55","dTAZBi_DznM","Dubai Fountain Lake Ride - Biggest Musical Fountain In The World","2019-11-20T07:46:47Z","Alluring water, captivating lights, and enchanting music – all these unique charms put together define the jaw-dropping beauty of the Dubai Fountain Night Show. Forming the major attraction of the lake, the well-choreographed and incredibly beautiful fountain system, placed in a huge thirty acres artificial lake, happens to be the biggest performing fountain of the world. Dear travelers, that’s the world-famous Dubai Fountain for you!

Take an unforgettable Dubai Fountain Lake Ride and experience the breathtaking sight, thrilling sound, and fun-filled sail. Watch the dynamic performance exhibited by the famous fountain from your boat, while sailing across the pristine water. Witness the mad and energetic crowd around you along with a panorama of the 6,600 stunning lights, 25 colorful projectors, and leaping fountains amidst the lake. In addition to enjoying the grandstand sights of the tempting illuminations, don’t forget to admire the beautiful monuments, like the renowned Burj Khalifa. 

The absolutely jaw-dropping Dubai Fountain Show and Lake Ride is sure to charge you up with a unique vibe to rejuvenate you from within. The experience will cater to your immeasurable adrenaline rush and leave you totally tranquillized. The Dubai Fountain Lake Ride tickets start from INR 1300, making this magical pleasure quite budget-friendly to experience. The boats carry up to six people at a time and leave before 15 minutes of each show. In general, the duration of each boat ride is 30 minutes during which visitors can catch the spectacular show and add icing to their night in Dubai. The most ideal time to collect a lifetime of experience at the Dubai Fountain Lake is during late evening when dusk has taken the site in its claws.

When you come for the view of the Dubai Fountain Lake, never miss out on grabbing a spot on the Boardwalk. The Boardwalk on a floating platform gives you the most magical opportunity to go even closer and collect a delectable view of the truly engaging performances. Visitors to the lake can begin their brief tour from Fountain promenade and walk down the boardwalk of 272 meters and experience the show from a small distance of just 9 meters from the performing fountains.

So, just take yourself out and head straight for the bewildering Dubai Fountain Lake. Trust us when we say, the experience that you’re going to collect at the lake will be quite heavy compared to the Dubai Fountain Lake Ride price.

Book Your Tickets Now: (FLAT 15% OFF)
http://bit.ly/DubaiFountainLakeRide

------

Hit LIKE if you are planning to experience it.
SHARE this with your Friends with whom you would like to see the magical fountain lake
COMMENT below what you liked about the video
SUBSCRIBE for more travel Videos

------  

#DubaiFountainLake #DubaiTopAttraction #Thrillophilia #Travel","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","673","11","0","0","11","https://www.youtube.com/watch?v=dTAZBi_DznM"
"56","F1tk-VsLsh8","Glimpse Of 2 Day Madhya Pradesh Cycling Event","2019-01-04T12:17:40Z","Thrillophilia organised a 2 day cycling event from Indore to Indore In Madhya Pradesh On 30th Dec- 31st Dec","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","108","1","0","0","0","https://www.youtube.com/watch?v=F1tk-VsLsh8"
"57","fbphtRSzqxE","Jetskiing in Dubai with Thrillophilia","2016-06-06T08:03:13Z","Engage in this amazing guided jet ski tour on a 1500cc supercharged jetski with 310HP four-stroke engine, to get a taste of some adrenaline pumping excitement .

Book Now:
https://www.thrillophilia.com/tours/jetski-rental","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","213","0","0","0","0","https://www.youtube.com/watch?v=fbphtRSzqxE"
"58","FDew-bLVxIA","Sharjah Heritage Tour with Thrillophilia","2016-06-06T07:48:36Z","Explore the museums and cultural sites of Sharjah and get a chance to see over five thousand artifacts of the Islamic civilization.

Book Now:
https://www.thrillophilia.com/tours/sharjah-heritage","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","166","0","0","0","0","https://www.youtube.com/watch?v=FDew-bLVxIA"
"59","fIo2_k0aDLo","Sailing on the High Seas at Phuket","2016-06-23T14:03:16Z","Sailing pasts the lagoons and blue waters you will let go of all else..

Website:
http://www.thrillophilia.com/

Follow us on:
https://www.facebook.com/Adventure.In...
https://twitter.com/thrillophilia
https://www.instagram.com/thrillophilia/","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","60","0","0","0","0","https://www.youtube.com/watch?v=fIo2_k0aDLo"
"60","Fvqgb5Dadlw","ATV Riding in Pattaya","2016-06-23T14:03:16Z","This exhilarating adventure takes place on off-road trails on the outskirts of Pattaya. Get ready to be smeared with the mud and ride along the rugged terrains.

Book Now: https://www.thrillophilia.com/tours/4-hr-ultimate-atv-tour-in-pattaya

Website:
http://www.thrillophilia.com/

Follow us on:
https://www.facebook.com/Adventure.In...
https://twitter.com/thrillophilia
https://www.instagram.com/thrillophilia/","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","250","0","0","0","0","https://www.youtube.com/watch?v=Fvqgb5Dadlw"
"61","g_pLm1erIdo","Human Resource Management at Thrillophilia","2016-04-28T07:11:04Z","The heart and soul of any organization are the people working in it.  Ananya Borah, HR at Thrillophlia, helps to maintain the positive work- environment, encouraging a strong team spirit and continual growth. Here at Thrillophilia, there is an environment of collaboration and transparent communication.
Write to us and be a part of  these motivated change makers: imtheone@thrillophilia.com

Website:
http://www.thrillophilia.com/

Follow us on:
https://www.facebook.com/Adventure.In...
https://twitter.com/thrillophilia
https://www.instagram.com/thrillophilia/","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","540","4","2","0","1","https://www.youtube.com/watch?v=g_pLm1erIdo"
"62","GaWokCk9WNQ","10 Songs that make your Road Trip complete - By Thrillophilia","2016-04-29T10:19:52Z","A road trip is the epitome of freedom and escape. It lets you unwind while exploring new lands and off course, a perfect road trip deserves a perfect playlist. But, fret not; Thrillophilia's got you covered.","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","58","0","0","0","0","https://www.youtube.com/watch?v=GaWokCk9WNQ"
"63","Gf1Ne_-ki3U","Over the Hills and Beyond","2016-04-15T06:12:19Z","Lose yourself in the world of adventure!
Unravel the beast hidden in you as Thrillophilia provides all those wandering adventurists an array of activities to keep that adventure bug alive in them. 

Make your own way while cycling through rugged terrains, beat the raging waves while rafting, scale the heights and conquer the world. Come, explore the world, do something strange, get crazy – we are here for you!","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","977","4","1","0","1","https://www.youtube.com/watch?v=Gf1Ne_-ki3U"
"64","gG7PBy1NBJQ","Indore Adventure Festival","2018-11-22T12:06:14Z","Presenting some of the interesting glimpses of the first ever Adventure Festival in Indore, MP. This festival was well conducted in association with MP Tourism Board and visitors were awestruck with the activities.","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","247","6","0","0","0","https://www.youtube.com/watch?v=gG7PBy1NBJQ"
"65","GIsnwX1tWY4","Biking and Dining Tour in Bangkok","2016-06-23T14:03:16Z","The thrill of exploring the streets of Bangkok on a bicycle followed by a scrumptious dinner.. 

Book Now:
https://www.thrillophilia.com/tours/bangkok-bike-dine

Website:
http://www.thrillophilia.com/

Follow us on:
https://www.facebook.com/Adventure.In...
https://twitter.com/thrillophilia
https://www.instagram.com/thrillophilia/","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","7","0","0","0","0","https://www.youtube.com/watch?v=GIsnwX1tWY4"
"66","gl6NRvbCUp4","Seaplane Ride - Dubai | Soar Up Into The Blue Skies Of Dubai","2019-11-29T11:30:06Z","Escape the monotonous way of vacationing and enjoy a thrilling tour experience as you bid a goodbye to the Persian Gulf’s pristine waters and soar up into the blue skies of Dubai. Fly over gigantic skyscrapers and vast deserts, taking a panoramic sight of everything the Arabic city has got to offer you. Wait. Are you wondering how to live this dreamy experience? Well, take a seaplane ride in Dubai.  

The Seaplane trips in Dubai can give you all that you need to experience this unstoppable city to its extreme core. From the tranquilizing clear beaches to the state-of-the-art architectural wonders – your ride can offer you a surreal bird’s eye view to explore every beautiful corner of the city. Not to forget a seaplane ride Dubai can provide you with the unique opportunity to swoop around the world-famous attractions like Burj Al Arab, Burj Khalifa, and Palm Jumeirah. You can also experience flying atop The World Islands and witness how they mark out continents and countries from the sky. Furthermore, capture the exotic experience flying over Dubai Marina, Jebel Ali, and other famous landmarks of the city.

Starting from as low as INR 16,000, Seaplane Ride Dubai price will fit seamlessly into your budget and offer you an unforgettable activity to enjoy without weighing down your wallet. Riding a seaplane is the perfect blend of adventure and tranquility that you can enjoy with your friends, family, lover, or just yourself. No matter you are visiting Dubai for honeymooning or celebrating your bachelor’s, a seaplane trip can be the perfect activity to enjoy on every kind of tour. So, what are you waiting for to get a taste of this intoxicating activity? Unleash your Dubai tour possibilities and experience an authentic seaplane journey across the skyline of the city. It does not need to be mentioned that you will crave to be in the sky and never want your tour to come to an end.

If you have ever fantasized about flying past the majestic skyscrapers of Dubai, it is time to live your desires. Take a luxurious seaplane trip and explore the major attractions of the city right from your comfortable seat. We bet you when we say you can’t help but gaze in awe at the surreal landscape below. So, irrespective of what your age is, book your tickets and hop onto the seaplane to conquer the rich beauty of Dubai.  

Book Your Tickets Now: (FLAT 20% OFF)
http://bit.ly/SeaplaneTourDubai

------

Hit LIKE if you are planning to take this ride.
SHARE this with your Friends with whom you would like to ride this Seaplane in Dubai.
COMMENT below what you liked about the video
SUBSCRIBE for more travel Videos

------  

#SeaPlaneRide #Dubai #Thrillophilia #Travel

Join us on our other social platforms for more adventure:
Website: https://www.thrillophilia.com/
Facebook: https://www.facebook.com/Adventure.India.Thrillophilia/
Instagram: https://www.instagram.com/thrillophilia
Twitter: https://twitter.com/thrillophilia
Android App:  https://play.google.com/store/apps/details?id=com.thrillophilia
Apple App: https://apps.apple.com/in/app/thrillophilia/id1003794115","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","295","8","0","0","1","https://www.youtube.com/watch?v=gl6NRvbCUp4"
"67","GMLCw_cA2Eg","Emirates Park Zoo & Resort - Abu Dhabi | Over 1,800 Wildlife From Across The Globe","2019-11-26T12:15:00Z","A lion’s roar, a parrot’s shriek, and an elephant’s trumpet might not be the sounds that you must be expecting to hear in the UAE deserts. Well, as destiny has in store for the travelers – you can enjoy spending time amidst these noises in the Emirates Park Zoo and Resort. The Emirates Park Zoo shelters over 1,800 wildlife from across the globe, including farm as well as wild animals. This well-manicured zoo has in-house animal specialists for taking excellent care of these speechless inhabitants and organizing various sessions for teaching visitors every tit-bit about wildlife. The Emirates Park Zoo Abu Dhabi happens to be an excellent destination for tourists looking forward to spending their vacation with nature’s furry creatures while enjoying a lavish stay at UAE.
Take the Emirates Park Zoo Tour and experience interacting with a multitude of beautiful wild animals and birds and winding up with a tranquilizing and rejuvenating swim in one of the pristine pools. Wake up each morning to incredibly amazing animals inside their caves, which are built facing the luxurious rooms at the resort. Enjoy your delicious breakfast with colorful macaws and kick start your day during your stay here. 
This world-class resort consists of 56 rooms and 27 family cottages, all well-equipped and packed with the basic as well as luxury amenities. The zoo is divided into seven categories – The Petting Zoo, Snake Alley, Bird Park, Giraffe Park, Flamingo Park, Reptile House, Primate Parade, and Wildlife Walk. The destination also has a multitude of clear pools to offer the visitors a luxurious bath. All these elements put together to give you the experience of an adventurous as well as a peaceful holiday in the beautiful city of Abu Dhabi.
So, what more you want on holiday? Book the Emirates Park Zoo Tickets and enjoy your access to around 1,800 amazing birds and animals. Check out different wildlife enclosures and educate yourself about each animal’s lifestyle. Enjoy watching interesting live shows, including the Elephant Encounter and Sea Lion concert. Admire a host of exotic animals, including the Siberian Bear, White Tiger, and Asiatic Elephant. Obtain a lifetime worth experience viewing endangered species as well as learning how their habitats can be saved, and they can be protected. Experience feeding the cute animals, take Instagram-worthy pictures with them and even pet them. 
Emirates Park Zoo is packed with activities; why don’t you pack your bags to conquer them? 

Book Your Tickets Now: (FLAT 40% OFF)
http://bit.ly/EmiratesPark

------

Hit LIKE if you are planning to visit there.
SHARE this with your Friends with whom you would like to visit Emirates Park in Abu Dhabi
COMMENT below what you liked about the video
SUBSCRIBE for more travel Videos

------  

#EmiratesPark #AbuDhabi #Thrillophilia #Travel","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","377","7","0","0","0","https://www.youtube.com/watch?v=GMLCw_cA2Eg"
"68","gTt08f0c5ic","Thrillophilia Goa Reviews: Adventurous Goa Trip with Thrillophilia","2017-09-07T13:25:53Z","I was looking for some Goa adventurous outing and wanted something away from the hustle and bustle of daily life. Few days back I have read some of the Thrillophilia reviews and found it really good. 

So we contacted these guys and they offered me one of the best packages ever. We talked with the guys and they gave us a very decent package with all the adventure activities included. 

The booking process was hassle free. I really loved the way how this team has arranged everything so well including our food and activities. 

It was such a great adventure for all of us. We did some adventure activities like Jet Ski and the beach we were at was quite awesome.  

Most of the time, we spend on the beach and clicking pictures. Few of them went for some adventure activities like parasailing and also banana boat ride. 

We had quite an awesome time there; we also played some beach activities like beach volleyball and kabaddi. We had so much fun in the beach; some of them went for trekking in the nearby areas as well. 

As for the food we had some delicious meals during our whole trip. Our guide Ranjan helped us with everything possible. He used to keep up our spirits by sharing jokes and other trips he had done with other teams. 

We never had such fun filled team outing before this. Even we went beach hopping to few other beaches nearby. It was such a fun filled a refreshing day. 

I would really like to thanks Thrillophilia for making our Goa trip   memorable one. We hope to go out for some more fun filled trips with them. Hip Hip Hurray to this awesome team and organizers.","UC8MbRQQdYhNwOFeXmpK5UBw","Thrillophilia","296","0","0","0","0","https://www.youtube.com/watch?v=gTt08f0c5ic"
